account_id,customer_id,account_type,open_date,status
942,1136,Savings,1993-08-16,Active
3221,3896,Savings,1993-08-17,Active
2616,3157,Savings,1993-08-17,Active
2137,2584,Fixed Deposit,1993-08-17,Active
978,1179,Savings,1993-08-18,Active
2771,3345,Savings,1993-08-18,Active
3891,4690,Savings,1993-08-18,Active
9236,11372,Savings,1993-08-18,Active
274,331,Savings,1993-08-20,Active
552,665,Savings,1993-08-20,Active
2417,2920,Savings,1993-08-20,Active
3868,4662,Savings,1993-08-21,Active
9869,12144,Savings,1993-08-21,Active
1875,2276,Savings,1993-08-21,Active
8212,10145,Fixed Deposit,1993-08-21,Active
3477,4203,Savings,1993-08-22,Active
1513,1833,Savings,1993-08-23,Active
3053,3691,Savings,1993-08-23,Active
1057,1270,Savings,1993-08-23,Active
6030,7286,Savings,1993-08-24,Active
3407,4118,Savings,1993-08-24,Active
1761,2135,Savings,1993-08-24,Active
3306,3998,Savings,1993-08-24,Active
162,195,Savings,1993-08-25,Active
5011,6052,Savings,1993-08-25,Active
965,1163,Savings,1993-08-25,Active
1305,1579,Savings,1993-08-25,Active
815,978,Savings,1993-08-25,Active
1449,1758,Savings,1993-08-26,Active
950,1146,Savings,1993-08-26,Active
3361,4063,Savings,1993-08-26,Active
3837,4624,Fixed Deposit,1993-08-26,Active
33,41,Savings,1993-08-26,Active
2894,3498,Savings,1993-08-28,Active
2510,3030,Savings,1993-08-28,Active
389,470,Savings,1993-08-28,Active
6051,7311,Savings,1993-08-28,Active
730,876,Savings,1993-08-28,Active
1694,2057,Current,1993-08-29,Active
721,864,Savings,1993-08-29,Active
1106,1327,Current,1993-08-29,Active
3319,4012,Savings,1993-08-29,Active
10451,12859,Savings,1993-08-29,Active
172,208,Savings,1993-08-30,Active
3920,4727,Savings,1993-09-01,Active
3011,3637,Savings,1993-09-01,Active
1337,1618,Savings,1993-09-01,Active
2592,3128,Savings,1993-09-01,Active
146,176,Savings,1993-09-02,Active
2576,3107,Savings,1993-09-02,Active
3195,3862,Savings,1993-09-02,Active
8073,9973,Fixed Deposit,1993-09-03,Active
4463,5385,Savings,1993-09-03,Active
2082,2525,Savings,1993-09-03,Active
2020,2453,Savings,1993-09-04,Active
160,193,Savings,1993-09-04,Active
7607,9418,Savings,1993-09-05,Active
117,141,Savings,1993-09-05,Active
3509,4237,Savings,1993-09-05,Active
151,181,Savings,1993-09-06,Active
1719,2084,Savings,1993-09-06,Active
3456,4178,Savings,1993-09-06,Active
2951,3565,Savings,1993-09-06,Active
7190,8677,Savings,1993-09-06,Active
1827,2215,Savings,1993-09-06,Active
1689,2051,Savings,1993-09-07,Active
1197,1445,Savings,1993-09-07,Active
5952,7195,Savings,1993-09-07,Active
6930,8366,Savings,1993-09-08,Active
1107,1328,Savings,1993-09-08,Active
8475,10459,Savings,1993-09-08,Active
3575,4313,Savings,1993-09-08,Active
2691,3247,Savings,1993-09-08,Active
3323,4016,Savings,1993-09-08,Active
2428,2933,Savings,1993-09-08,Active
2649,3195,Savings,1993-09-08,Active
2907,3513,Savings,1993-09-09,Active
1091,1309,Savings,1993-09-09,Active
1487,1801,Savings,1993-09-10,Active
3157,3817,Savings,1993-09-10,Active
4414,5320,Savings,1993-09-10,Active
2302,2786,Savings,1993-09-10,Active
1410,1709,Savings,1993-09-11,Active
1146,1378,Savings,1993-09-12,Active
8564,10563,Savings,1993-09-12,Active
750,900,Savings,1993-09-12,Active
2150,2601,Savings,1993-09-12,Active
10940,13447,Savings,1993-09-13,Active
9337,11497,Savings,1993-09-13,Active
861,1038,Savings,1993-09-13,Active
10440,12844,Savings,1993-09-13,Active
10036,12344,Savings,1993-09-13,Active
1234,1489,Savings,1993-09-13,Active
7774,9616,Fixed Deposit,1993-09-14,Active
1547,1876,Savings,1993-09-14,Active
1079,1295,Savings,1993-09-14,Active
3863,4657,Savings,1993-09-14,Active
3480,4207,Savings,1993-09-14,Active
2671,3226,Savings,1993-09-15,Active
1705,2070,Savings,1993-09-15,Active
3028,3658,Savings,1993-09-15,Active
3310,4002,Savings,1993-09-15,Active
6715,8105,Current,1993-09-15,Active
3255,3938,Savings,1993-09-15,Active
3751,4526,Savings,1993-09-15,Active
2987,3607,Savings,1993-09-16,Active
857,1032,Savings,1993-09-16,Active
3042,3676,Savings,1993-09-16,Active
2695,3253,Savings,1993-09-16,Active
2849,3443,Savings,1993-09-16,Active
2802,3386,Savings,1993-09-16,Active
34,42,Current,1993-09-17,Active
7133,8610,Savings,1993-09-17,Active
699,839,Savings,1993-09-17,Active
2282,2762,Current,1993-09-17,Active
8489,10475,Savings,1993-09-18,Active
837,1008,Savings,1993-09-18,Active
8759,10798,Savings,1993-09-18,Active
1602,1943,Savings,1993-09-19,Active
2958,3572,Savings,1993-09-19,Active
3408,4119,Savings,1993-09-19,Active
153,185,Savings,1993-09-19,Active
3268,3956,Savings,1993-09-20,Active
854,1029,Savings,1993-09-21,Active
1831,2222,Savings,1993-09-21,Active
39,47,Savings,1993-09-22,Active
1811,2195,Savings,1993-09-22,Active
3822,4606,Savings,1993-09-22,Active
1404,1700,Current,1993-09-22,Active
517,621,Savings,1993-09-22,Active
1440,1748,Savings,1993-09-22,Active
3505,4233,Savings,1993-09-23,Active
1804,2185,Current,1993-09-23,Active
2617,3158,Savings,1993-09-24,Active
467,561,Savings,1993-09-24,Active
4437,5352,Savings,1993-09-24,Active
1453,1762,Current,1993-09-25,Active
3977,4796,Savings,1993-09-25,Active
8982,11063,Savings,1993-09-25,Active
27,33,Savings,1993-09-26,Active
4511,5441,Savings,1993-09-26,Active
1052,1264,Savings,1993-09-27,Active
10227,12577,Fixed Deposit,1993-09-27,Active
3171,3835,Savings,1993-09-28,Active
228,274,Savings,1993-09-28,Active
3618,4365,Savings,1993-09-29,Active
1016,1220,Savings,1993-09-29,Active
15,20,Savings,1993-10-02,Active
3237,3915,Savings,1993-10-02,Active
1485,1799,Savings,1993-10-03,Active
7769,9611,Savings,1993-10-03,Active
2613,3153,Savings,1993-10-03,Active
2201,2663,Savings,1993-10-05,Active
1896,2302,Savings,1993-10-05,Active
5387,6501,Savings,1993-10-05,Active
3535,4266,Savings,1993-10-05,Active
1120,1343,Savings,1993-10-05,Active
235,284,Savings,1993-10-06,Active
3701,4463,Savings,1993-10-06,Active
1516,1837,Savings,1993-10-08,Active
4543,5478,Savings,1993-10-08,Active
2427,2932,Current,1993-10-08,Active
1981,2407,Savings,1993-10-08,Active
8566,10566,Savings,1993-10-08,Active
678,814,Savings,1993-10-08,Active
4659,5617,Savings,1993-10-08,Active
4059,4892,Savings,1993-10-08,Active
4013,4836,Fixed Deposit,1993-10-08,Active
7011,8463,Savings,1993-10-08,Active
2132,2578,Savings,1993-10-08,Active
1816,2201,Savings,1993-10-08,Active
2623,3165,Savings,1993-10-09,Active
2793,3373,Savings,1993-10-09,Active
2479,2994,Savings,1993-10-09,Active
11135,13687,Savings,1993-10-10,Active
8041,9933,Savings,1993-10-10,Active
492,591,Savings,1993-10-10,Active
799,957,Savings,1993-10-10,Active
3972,4791,Savings,1993-10-11,Active
1468,1780,Savings,1993-10-11,Active
624,750,Savings,1993-10-11,Active
3483,4210,Savings,1993-10-12,Active
4260,5134,Savings,1993-10-14,Active
616,740,Savings,1993-10-14,Active
931,1121,Savings,1993-10-15,Active
102,123,Savings,1993-10-16,Active
540,651,Savings,1993-10-16,Active
2660,3211,Current,1993-10-17,Active
4287,5164,Savings,1993-10-17,Active
3551,4286,Savings,1993-10-17,Active
2072,2513,Savings,1993-10-17,Active
4119,4959,Savings,1993-10-18,Active
1345,1629,Savings,1993-10-19,Active
1565,1897,Savings,1993-10-20,Active
2824,3414,Savings,1993-10-20,Active
2052,2490,Savings,1993-10-20,Active
1767,2142,Savings,1993-10-20,Active
2140,2588,Savings,1993-10-21,Active
1051,1262,Savings,1993-10-21,Active
3927,4736,Savings,1993-10-22,Active
2050,2488,Savings,1993-10-22,Active
2276,2756,Savings,1993-10-22,Active
126,151,Savings,1993-10-23,Active
2859,3454,Savings,1993-10-23,Active
2667,3220,Savings,1993-10-23,Active
1789,2168,Savings,1993-10-23,Active
838,1009,Savings,1993-10-23,Active
3264,3950,Savings,1993-10-23,Active
198,240,Savings,1993-10-25,Active
2345,2834,Savings,1993-10-25,Active
5256,6349,Fixed Deposit,1993-10-25,Active
40,48,Savings,1993-10-25,Active
419,505,Savings,1993-10-25,Active
3892,4692,Savings,1993-10-25,Active
1217,1469,Savings,1993-10-25,Active
397,479,Savings,1993-10-26,Active
3146,3805,Savings,1993-10-26,Active
287,349,Savings,1993-10-27,Active
2180,2639,Savings,1993-10-27,Active
354,432,Savings,1993-10-28,Active
259,312,Savings,1993-10-28,Active
1666,2021,Savings,1993-10-30,Active
1495,1812,Savings,1993-11-01,Active
2582,3116,Savings,1993-11-01,Active
4470,5392,Savings,1993-11-01,Active
1381,1671,Savings,1993-11-01,Active
2435,2941,Savings,1993-11-01,Active
542,653,Savings,1993-11-01,Active
1123,1347,Savings,1993-11-01,Active
3225,3900,Savings,1993-11-01,Active
1133,1361,Savings,1993-11-01,Active
3086,3733,Savings,1993-11-02,Active
2250,2724,Savings,1993-11-02,Active
340,416,Savings,1993-11-03,Active
4079,4916,Savings,1993-11-03,Active
841,1014,Savings,1993-11-04,Active
2269,2747,Savings,1993-11-04,Active
2867,3465,Savings,1993-11-04,Active
3371,4077,Savings,1993-11-04,Active
520,625,Savings,1993-11-04,Active
743,891,Savings,1993-11-05,Active
3640,4389,Savings,1993-11-05,Active
3354,4056,Savings,1993-11-05,Active
107,129,Savings,1993-11-05,Active
243,294,Current,1993-11-06,Active
3687,4446,Savings,1993-11-06,Active
1984,2410,Savings,1993-11-07,Active
4173,5030,Savings,1993-11-08,Active
2700,3258,Savings,1993-11-08,Active
2318,2805,Savings,1993-11-08,Active
7965,9844,Savings,1993-11-08,Active
3352,4054,Savings,1993-11-08,Active
4255,5128,Current,1993-11-08,Active
73,87,Savings,1993-11-08,Active
3948,4763,Savings,1993-11-09,Active
648,778,Savings,1993-11-09,Active
3688,4448,Savings,1993-11-10,Active
462,556,Savings,1993-11-10,Active
3243,3922,Savings,1993-11-10,Active
8625,10636,Savings,1993-11-10,Active
321,391,Savings,1993-11-11,Active
3548,4282,Savings,1993-11-11,Active
5984,7234,Savings,1993-11-11,Active
3091,3739,Savings,1993-11-11,Active
626,752,Savings,1993-11-11,Active
998,1202,Savings,1993-11-11,Active
3326,4020,Savings,1993-11-11,Active
2457,2967,Savings,1993-11-11,Active
2549,3077,Savings,1993-11-12,Active
1947,2366,Savings,1993-11-12,Active
2738,3305,Savings,1993-11-12,Active
1809,2192,Current,1993-11-12,Active
519,623,Savings,1993-11-12,Active
2665,3217,Savings,1993-11-13,Active
1114,1335,Current,1993-11-13,Active
8957,11034,Savings,1993-11-13,Active
2271,2751,Savings,1993-11-13,Active
196,238,Savings,1993-11-14,Active
3218,3892,Savings,1993-11-14,Active
3660,4413,Savings,1993-11-14,Active
787,941,Savings,1993-11-14,Active
3820,4604,Savings,1993-11-14,Active
10906,13406,Savings,1993-11-14,Active
914,1101,Savings,1993-11-14,Active
9656,11886,Savings,1993-11-14,Active
1941,2358,Savings,1993-11-15,Active
3617,4364,Savings,1993-11-15,Active
3370,4076,Savings,1993-11-15,Active
1664,2018,Savings,1993-11-15,Active
4337,5224,Savings,1993-11-16,Active
2557,3088,Savings,1993-11-17,Active
1527,1851,Fixed Deposit,1993-11-17,Active
3938,4749,Savings,1993-11-17,Active
1686,2047,Savings,1993-11-18,Active
10670,13123,Savings,1993-11-18,Active
3309,4001,Savings,1993-11-20,Active
3107,3757,Savings,1993-11-20,Active
8377,10350,Savings,1993-11-20,Active
345,422,Savings,1993-11-20,Active
498,598,Savings,1993-11-21,Active
3571,4309,Savings,1993-11-21,Active
5991,7241,Savings,1993-11-21,Active
1128,1354,Savings,1993-11-21,Active
10439,12843,Savings,1993-11-21,Active
1302,1575,Savings,1993-11-21,Active
10788,13260,Current,1993-11-22,Active
4343,5233,Savings,1993-11-22,Active
2460,2971,Savings,1993-11-22,Active
1931,2345,Savings,1993-11-23,Active
2972,3589,Savings,1993-11-23,Active
1286,1556,Fixed Deposit,1993-11-23,Active
1235,1490,Savings,1993-11-23,Active
4385,5283,Savings,1993-11-23,Active
7449,9231,Savings,1993-11-24,Active
545,656,Savings,1993-11-24,Active
245,296,Savings,1993-11-25,Active
688,825,Savings,1993-11-25,Active
173,210,Savings,1993-11-26,Active
10904,13404,Savings,1993-11-26,Active
7844,9702,Savings,1993-11-26,Active
6353,7672,Savings,1993-11-26,Active
604,723,Savings,1993-11-26,Active
6806,8217,Savings,1993-11-26,Active
5927,7166,Savings,1993-11-26,Active
2419,2922,Savings,1993-11-27,Active
1288,1558,Savings,1993-11-27,Active
3003,3627,Savings,1993-11-27,Active
10131,12464,Savings,1993-11-27,Active
1952,2373,Savings,1993-11-28,Active
651,781,Savings,1993-11-28,Active
2989,3610,Savings,1993-11-28,Active
1499,1817,Savings,1993-11-28,Active
426,512,Savings,1993-11-29,Active
3570,4308,Savings,1993-11-29,Active
4237,5107,Savings,1993-11-29,Active
2739,3306,Savings,1993-11-29,Active
4526,5460,Savings,1993-11-29,Active
1621,1965,Savings,1993-12-01,Active
344,421,Savings,1993-12-01,Active
1359,1646,Savings,1993-12-02,Active
290,352,Savings,1993-12-02,Active
66,77,Fixed Deposit,1993-12-03,Active
1314,1589,Savings,1993-12-03,Active
3145,3803,Savings,1993-12-03,Active
1204,1453,Savings,1993-12-03,Active
437,526,Savings,1993-12-03,Active
2063,2502,Savings,1993-12-04,Active
3087,3734,Savings,1993-12-04,Active
2588,3124,Savings,1993-12-04,Active
956,1152,Savings,1993-12-05,Active
597,715,Savings,1993-12-05,Active
3129,3785,Savings,1993-12-05,Active
884,1065,Savings,1993-12-07,Active
4264,5138,Savings,1993-12-07,Active
3223,3898,Savings,1993-12-07,Active
737,885,Savings,1993-12-08,Active
2306,2790,Savings,1993-12-08,Active
1673,2031,Savings,1993-12-08,Active
10663,13113,Savings,1993-12-08,Active
3345,4044,Savings,1993-12-08,Active
1970,2395,Savings,1993-12-08,Active
2504,3023,Savings,1993-12-09,Active
358,436,Savings,1993-12-09,Active
2980,3598,Savings,1993-12-09,Active
3918,4724,Savings,1993-12-09,Active
1680,2040,Savings,1993-12-10,Active
3039,3673,Savings,1993-12-10,Active
3380,4087,Savings,1993-12-10,Active
2128,2574,Savings,1993-12-10,Active
903,1088,Savings,1993-12-10,Active
1762,2136,Savings,1993-12-11,Active
61,70,Savings,1993-12-11,Active
391,472,Savings,1993-12-11,Active
2305,2789,Savings,1993-12-11,Active
1588,1924,Savings,1993-12-11,Active
183,223,Savings,1993-12-12,Active
365,444,Savings,1993-12-12,Active
2476,2990,Savings,1993-12-12,Active
347,424,Savings,1993-12-13,Active
1877,2278,Savings,1993-12-13,Active
3196,3863,Savings,1993-12-13,Active
2928,3536,Savings,1993-12-14,Active
1225,1478,Savings,1993-12-14,Active
3825,4609,Savings,1993-12-14,Active
180,219,Current,1993-12-14,Active
2813,3397,Savings,1993-12-15,Active
1605,1946,Savings,1993-12-16,Active
1792,2172,Savings,1993-12-16,Active
1604,1945,Savings,1993-12-16,Active
883,1064,Savings,1993-12-17,Active
441,531,Current,1993-12-17,Active
3429,4145,Savings,1993-12-17,Active
4514,5445,Savings,1993-12-18,Active
1088,1306,Savings,1993-12-19,Active
3094,3742,Savings,1993-12-20,Active
1768,2144,Savings,1993-12-20,Active
2768,3342,Savings,1993-12-20,Active
2257,2732,Savings,1993-12-21,Active
1882,2283,Savings,1993-12-21,Active
719,862,Savings,1993-12-21,Active
5092,6144,Savings,1993-12-21,Active
3292,3983,Savings,1993-12-21,Active
3604,4347,Savings,1993-12-22,Active
2733,3299,Savings,1993-12-22,Active
3669,4422,Savings,1993-12-22,Active
1940,2356,Savings,1993-12-22,Active
3056,3695,Savings,1993-12-22,Active
1419,1720,Savings,1993-12-22,Active
2971,3588,Current,1993-12-23,Active
1959,2382,Savings,1993-12-24,Active
3164,3826,Savings,1993-12-24,Active
3197,3865,Savings,1993-12-25,Active
2770,3344,Savings,1993-12-25,Active
7944,9820,Savings,1993-12-27,Active
1080,1296,Savings,1993-12-27,Active
6148,7422,Savings,1993-12-27,Active
2010,2441,Savings,1993-12-27,Active
3135,3791,Savings,1993-12-27,Active
1098,1318,Savings,1993-12-28,Active
100,121,Savings,1993-12-28,Active
2913,3520,Savings,1993-12-28,Active
1153,1387,Savings,1993-12-29,Active
1635,1981,Savings,1993-12-29,Active
2842,3435,Savings,1993-12-29,Active
3759,4535,Savings,1993-12-29,Active
3594,4337,Savings,1993-12-30,Active
2778,3355,Savings,1993-12-30,Active
2161,2615,Current,1993-12-30,Active
2789,3368,Savings,1994-01-01,Active
1552,1883,Savings,1994-01-02,Active
628,755,Savings,1994-01-03,Active
1458,1768,Savings,1994-01-03,Active
2673,3228,Savings,1994-01-04,Active
1788,2167,Savings,1994-01-04,Active
1193,1439,Savings,1994-01-05,Active
969,1168,Savings,1994-01-08,Active
1512,1832,Savings,1994-01-08,Active
3997,4819,Savings,1994-01-13,Active
2179,2638,Current,1994-01-14,Active
1164,1401,Savings,1994-01-14,Active
4774,5760,Savings,1994-01-14,Active
4413,5318,Current,1994-01-15,Active
1824,2212,Savings,1994-01-17,Active
1231,1485,Savings,1994-01-18,Active
2664,3216,Savings,1994-01-20,Active
1627,1972,Savings,1994-01-20,Active
9104,11208,Savings,1994-01-21,Active
2326,2813,Savings,1994-01-24,Active
4356,5247,Savings,1994-01-26,Active
3667,4420,Savings,1994-01-26,Active
742,890,Savings,1994-01-28,Active
2538,3064,Savings,1994-01-30,Active
127,152,Savings,1994-02-02,Active
726,871,Savings,1994-02-03,Active
4907,5928,Savings,1994-02-06,Active
2628,3172,Fixed Deposit,1994-02-06,Active
3898,4700,Savings,1994-02-07,Active
6472,7814,Savings,1994-02-08,Active
1770,2146,Savings,1994-02-08,Active
2472,2984,Savings,1994-02-08,Active
1159,1394,Savings,1994-02-09,Active
4418,5325,Savings,1994-02-09,Active
1470,1782,Savings,1994-02-10,Active
1813,2197,Savings,1994-02-11,Active
4416,5323,Savings,1994-02-12,Active
2315,2801,Savings,1994-02-13,Active
3876,4673,Savings,1994-02-13,Active
4329,5213,Savings,1994-02-17,Active
3184,3849,Savings,1994-02-18,Active
370,450,Savings,1994-02-18,Active
1317,1592,Savings,1994-02-18,Active
2675,3230,Savings,1994-02-19,Active
3840,4629,Savings,1994-02-19,Active
4009,4832,Savings,1994-02-20,Active
3886,4684,Savings,1994-02-20,Active
3445,4166,Savings,1994-02-22,Active
2482,2997,Savings,1994-02-23,Active
2361,2853,Savings,1994-02-25,Active
974,1174,Savings,1994-02-25,Active
2959,3573,Savings,1994-02-25,Active
1880,2281,Savings,1994-02-25,Active
3355,4057,Savings,1994-02-26,Active
2501,3019,Savings,1994-02-26,Active
1073,1288,Savings,1994-02-27,Active
8558,10555,Fixed Deposit,1994-02-27,Active
3101,3750,Savings,1994-02-27,Active
2568,3099,Savings,1994-03-02,Active
1169,1408,Fixed Deposit,1994-03-02,Active
3684,4442,Savings,1994-03-04,Active
1406,1703,Savings,1994-03-04,Active
71,83,Savings,1994-03-05,Active
3528,4259,Savings,1994-03-05,Active
3405,4116,Savings,1994-03-07,Active
6118,7390,Current,1994-03-07,Active
2382,2877,Savings,1994-03-08,Active
1570,1903,Savings,1994-03-12,Active
1511,1831,Fixed Deposit,1994-03-13,Active
1237,1492,Savings,1994-03-13,Active
3307,3999,Savings,1994-03-13,Active
3378,4084,Savings,1994-03-14,Active
989,1193,Savings,1994-03-14,Active
3253,3935,Fixed Deposit,1994-03-15,Active
1626,1971,Savings,1994-03-15,Active
289,351,Savings,1994-03-17,Active
1987,2414,Savings,1994-03-17,Active
817,981,Savings,1994-03-18,Active
2228,2700,Savings,1994-03-19,Active
904,1089,Savings,1994-03-20,Active
3824,4608,Savings,1994-03-20,Active
3599,4342,Savings,1994-03-20,Active
22,28,Savings,1994-03-23,Active
470,565,Savings,1994-03-23,Active
1273,1536,Savings,1994-03-25,Active
237,287,Savings,1994-03-25,Active
59,68,Savings,1994-03-27,Active
572,686,Savings,1994-03-27,Active
1269,1531,Savings,1994-03-28,Active
855,1030,Savings,1994-03-28,Active
3183,3848,Savings,1994-04-01,Active
1969,2394,Savings,1994-04-02,Active
2799,3382,Current,1994-04-03,Active
1042,1250,Savings,1994-04-03,Active
1158,1392,Savings,1994-04-03,Active
2713,3274,Savings,1994-04-03,Active
740,888,Savings,1994-04-04,Active
493,592,Savings,1994-04-05,Active
2067,2506,Savings,1994-04-07,Active
3804,4584,Savings,1994-04-07,Active
4259,5133,Savings,1994-04-08,Active
2886,3488,Savings,1994-04-08,Active
761,911,Savings,1994-04-09,Active
1918,2328,Savings,1994-04-10,Active
3036,3669,Savings,1994-04-10,Active
3259,3943,Savings,1994-04-11,Active
4408,5312,Current,1994-04-11,Active
2009,2440,Savings,1994-04-14,Active
1194,1440,Savings,1994-04-15,Active
3718,4483,Savings,1994-04-16,Active
3201,3870,Savings,1994-04-17,Active
460,552,Savings,1994-04-18,Active
784,938,Savings,1994-04-19,Active
3714,4479,Current,1994-04-21,Active
2154,2607,Savings,1994-04-21,Active
1256,1516,Savings,1994-04-21,Active
1353,1640,Savings,1994-04-21,Active
1820,2206,Savings,1994-04-22,Active
2494,3011,Savings,1994-04-23,Active
2399,2896,Savings,1994-04-26,Active
343,420,Savings,1994-04-26,Active
575,690,Savings,1994-04-26,Active
900,1083,Savings,1994-04-26,Active
1467,1779,Savings,1994-04-27,Active
31,39,Savings,1994-04-27,Active
1375,1663,Savings,1994-04-27,Active
1371,1659,Savings,1994-04-27,Active
844,1018,Savings,1994-04-28,Active
908,1093,Savings,1994-04-29,Active
3134,3790,Savings,1994-04-29,Active
2092,2535,Savings,1994-04-29,Active
3747,4520,Savings,1994-05-01,Active
277,334,Fixed Deposit,1994-05-01,Active
3595,4338,Savings,1994-05-01,Active
2511,3031,Savings,1994-05-01,Active
1388,1680,Savings,1994-05-02,Active
4245,5117,Savings,1994-05-02,Active
3838,4626,Savings,1994-05-02,Active
543,654,Savings,1994-05-03,Active
3653,4404,Savings,1994-05-03,Active
524,630,Savings,1994-05-03,Active
82,97,Savings,1994-05-03,Active
3912,4718,Savings,1994-05-04,Active
1949,2370,Savings,1994-05-04,Active
1865,2263,Savings,1994-05-04,Active
451,543,Savings,1994-05-05,Active
50,59,Savings,1994-05-06,Active
1184,1427,Savings,1994-05-06,Active
363,441,Savings,1994-05-06,Active
2454,2964,Savings,1994-05-07,Active
2847,3441,Savings,1994-05-08,Active
2740,3307,Savings,1994-05-08,Active
1871,2269,Savings,1994-05-10,Active
8405,10382,Savings,1994-05-10,Active
266,321,Savings,1994-05-11,Active
1879,2280,Savings,1994-05-13,Active
2259,2735,Savings,1994-05-14,Active
609,729,Savings,1994-05-15,Active
9750,12003,Savings,1994-05-16,Active
2375,2870,Savings,1994-05-16,Active
216,261,Savings,1994-05-16,Active
56,65,Savings,1994-05-16,Active
7824,9675,Savings,1994-05-17,Active
649,779,Current,1994-05-17,Active
2996,3618,Savings,1994-05-17,Active
1509,1829,Savings,1994-05-19,Active
2170,2626,Fixed Deposit,1994-05-19,Active
2001,2431,Savings,1994-05-19,Active
2903,3508,Savings,1994-05-19,Active
3717,4482,Savings,1994-05-20,Active
4195,5056,Savings,1994-05-21,Active
2496,3013,Savings,1994-05-21,Active
9583,11794,Current,1994-05-22,Active
3636,4385,Savings,1994-05-22,Active
1826,2214,Savings,1994-05-22,Active
2227,2698,Current,1994-05-22,Active
2749,3319,Savings,1994-05-23,Active
535,644,Savings,1994-05-24,Active
4066,4901,Savings,1994-05-24,Active
2662,3214,Savings,1994-05-24,Active
1053,1265,Savings,1994-05-25,Active
11333,13931,Savings,1994-05-26,Active
1838,2229,Savings,1994-05-26,Active
3037,3670,Savings,1994-05-26,Active
3372,4078,Savings,1994-05-26,Active
985,1187,Savings,1994-05-29,Active
6924,8359,Savings,1994-06-01,Active
3484,4211,Savings,1994-06-01,Active
700,840,Savings,1994-06-01,Active
3289,3980,Savings,1994-06-02,Active
2638,3184,Savings,1994-06-02,Active
8316,10269,Savings,1994-06-04,Active
1634,1980,Savings,1994-06-04,Active
4825,5826,Savings,1994-06-04,Active
3650,4401,Savings,1994-06-05,Active
10942,13451,Current,1994-06-05,Active
2922,3530,Savings,1994-06-06,Active
693,831,Savings,1994-06-06,Active
2260,2736,Savings,1994-06-07,Active
538,648,Savings,1994-06-07,Active
548,660,Savings,1994-06-07,Active
941,1135,Savings,1994-06-08,Active
2155,2608,Savings,1994-06-08,Active
4519,5450,Savings,1994-06-08,Active
3539,4272,Savings,1994-06-08,Active
6511,7863,Savings,1994-06-10,Active
2569,3100,Savings,1994-06-10,Active
43,51,Savings,1994-06-12,Active
1047,1256,Savings,1994-06-13,Active
3479,4206,Savings,1994-06-14,Active
2868,3466,Savings,1994-06-15,Active
4328,5212,Savings,1994-06-17,Active
5628,6798,Savings,1994-06-17,Active
3160,3821,Savings,1994-06-19,Active
1856,2251,Savings,1994-06-19,Active
154,186,Savings,1994-06-21,Active
3030,3660,Savings,1994-06-22,Active
1938,2354,Savings,1994-06-25,Active
1870,2268,Savings,1994-06-25,Active
3275,3964,Savings,1994-06-29,Active
8492,10479,Savings,1994-06-29,Active
10093,12416,Current,1994-07-01,Active
3805,4585,Savings,1994-07-02,Active
200,242,Savings,1994-07-03,Active
2471,2982,Savings,1994-07-03,Active
352,430,Savings,1994-07-04,Active
1291,1561,Savings,1994-07-04,Active
161,194,Savings,1994-07-04,Active
711,853,Savings,1994-07-06,Active
964,1162,Savings,1994-07-08,Active
1012,1216,Savings,1994-07-09,Active
4276,5152,Savings,1994-07-09,Active
901,1085,Savings,1994-07-10,Active
7765,9606,Current,1994-07-10,Active
90,107,Savings,1994-07-13,Active
5574,6731,Current,1994-07-14,Active
741,889,Savings,1994-07-14,Active
2819,3407,Savings,1994-07-16,Active
478,575,Savings,1994-07-16,Active
2615,3156,Savings,1994-07-17,Active
3503,4231,Savings,1994-07-17,Active
3921,4729,Savings,1994-07-17,Active
662,793,Savings,1994-07-18,Active
2654,3202,Savings,1994-07-21,Active
9627,11851,Fixed Deposit,1994-07-22,Active
2470,2981,Savings,1994-07-23,Active
427,513,Savings,1994-07-24,Active
709,850,Savings,1994-07-25,Active
629,756,Savings,1994-07-25,Active
2606,3144,Savings,1994-07-27,Active
6738,8130,Savings,1994-07-28,Active
2912,3519,Savings,1994-07-30,Active
4995,6034,Current,1994-08-01,Active
1022,1226,Current,1994-08-01,Active
1797,2177,Savings,1994-08-01,Active
3497,4225,Savings,1994-08-02,Active
1848,2242,Savings,1994-08-04,Active
582,700,Savings,1994-08-05,Active
3167,3830,Savings,1994-08-08,Active
1579,1912,Savings,1994-08-09,Active
610,731,Savings,1994-08-11,Active
3536,4267,Savings,1994-08-11,Active
1017,1221,Savings,1994-08-11,Active
3017,3644,Savings,1994-08-12,Active
3112,3763,Savings,1994-08-12,Active
1360,1647,Savings,1994-08-14,Active
2747,3316,Savings,1994-08-14,Active
9192,11319,Savings,1994-08-16,Active
1398,1692,Savings,1994-08-18,Active
1246,1503,Savings,1994-08-18,Active
1592,1930,Savings,1994-08-18,Active
3728,4496,Savings,1994-08-18,Active
4131,4974,Savings,1994-08-19,Active
377,457,Savings,1994-08-19,Active
1911,2321,Savings,1994-08-21,Active
635,762,Savings,1994-08-21,Active
3625,4372,Savings,1994-08-22,Active
3425,4140,Savings,1994-08-24,Active
1327,1606,Savings,1994-08-24,Active
8776,10818,Savings,1994-08-24,Active
2798,3381,Savings,1994-08-24,Active
2401,2899,Savings,1994-08-26,Active
