loan_id,customer_id,branch_id,loan_type_id,date_id,amount,interest_rate,tenure_months,status
5799,4882,36,2,19971228,106128,12.0,36,Active
6147,6764,19,2,19971228,177504,12.0,48,Active
6254,7434,34,2,19971228,247920,12.0,48,Active
7100,12643,69,2,19971231,348120,12.0,60,Active
7147,12890,70,2,19980102,267600,12.0,48,Active
5909,5487,56,2,19980103,61320,12.0,60,Active
7037,12328,1,2,19980103,218064,12.0,48,Active
5782,4768,1,2,19980104,63576,12.0,12,Active
6237,7339,19,2,19980106,407952,12.0,48,Defaulted
6552,9450,68,2,19980108,170448,12.0,48,Active
7067,12468,22,2,19980111,136368,12.0,24,Active
5320,2205,55,2,19980111,143676,12.0,36,Active
5930,5563,1,2,19980112,66696,12.0,24,Active
6486,8737,17,2,19980115,152160,12.0,60,Active
5245,1705,19,2,19980117,125472,12.0,24,Active
6643,9929,47,2,19980118,35856,12.0,24,Active
5260,1793,41,2,19980119,123300,12.0,36,Active
5569,3546,3,2,19980120,504000,12.0,60,Active
7110,12729,36,2,19980121,31260,12.0,12,Active
7139,12850,72,2,19980122,23412,12.0,12,Active
6791,10997,1,2,19980123,566640,12.0,60,Active
5360,2470,53,2,19980125,176328,12.0,36,Active
5287,1985,6,2,19980126,64224,12.0,24,Active
6553,9456,40,2,19980126,42384,12.0,12,Active
7072,12485,34,2,19980127,22104,12.0,12,Active
6044,6196,68,2,19980127,57060,12.0,12,Active
5332,2267,1,2,19980129,37944,12.0,36,Active
6866,11329,69,2,19980205,122472,12.0,24,Active
6633,9880,10,2,19980205,160656,12.0,24,Active
6926,11637,73,2,19980207,374760,12.0,60,Active
6442,8548,57,2,19980208,194160,12.0,48,Active
5889,5376,14,2,19980209,321240,12.0,60,Active
5765,4672,44,2,19980210,153936,12.0,24,Active
5124,939,21,2,19980212,156096,12.0,36,Active
5491,3072,1,2,19980213,428784,12.0,48,Active
6730,10517,54,2,19980215,93036,12.0,12,Active
7151,12908,12,2,19980218,133800,12.0,24,Active
5140,1051,73,2,19980224,178500,12.0,60,Active
7171,13095,76,2,19980224,196224,12.0,48,Active
6568,9546,50,2,19980225,220440,12.0,60,Active
6861,11304,28,2,19980228,215040,12.0,60,Active
6855,11266,9,2,19980301,52236,12.0,36,Active
7129,12802,1,2,19980301,194280,12.0,60,Active
5384,2590,42,2,19980307,23328,12.0,12,Active
6859,11286,56,2,19980307,272220,12.0,60,Active
5772,4710,52,2,19980308,334620,12.0,60,Active
5665,4099,12,2,19980311,40632,12.0,12,Active
6495,8777,11,2,19980312,49044,12.0,12,Active
5061,530,29,2,19980313,84288,12.0,48,Active
6948,11768,1,2,19980315,157068,12.0,36,Active
5773,4712,37,2,19980316,133848,12.0,24,Active
6052,6235,5,2,19980323,22356,12.0,36,Active
6682,10159,50,2,19980330,36204,12.0,12,Defaulted
6083,6408,47,2,19980331,240528,12.0,48,Active
6962,11874,1,2,19980402,279072,12.0,48,Active
5158,1208,70,2,19980411,188532,12.0,36,Active
6464,8636,71,2,19980416,49488,12.0,24,Active
5172,1300,45,2,19980416,50976,12.0,36,Active
5582,3601,19,2,19980417,41256,12.0,12,Active
6136,6729,15,2,19980419,140880,12.0,60,Active
6235,7325,24,2,19980419,321360,12.0,60,Active
6508,9217,19,2,19980419,110736,12.0,48,Active
4968,46,19,2,19980419,110736,12.0,48,Active
6632,9872,9,2,19980423,144960,12.0,48,Active
7195,13246,46,2,19980423,339168,12.0,48,Active
5525,3284,2,2,19980427,93888,12.0,36,Active
6320,7843,6,2,19980428,104964,12.0,12,Active
6766,10828,1,2,19980428,74352,12.0,24,Active
6872,11362,51,2,19980429,191580,12.0,60,Active
5906,5468,68,2,19980505,81144,12.0,36,Active
7172,13098,1,2,19980507,45720,12.0,12,Active
6571,9569,19,2,19980512,140064,12.0,24,Active
5616,3800,38,2,19980515,130896,12.0,24,Active
6312,7787,34,2,19980517,10944,12.0,36,Active
6470,8667,77,2,19980517,49872,12.0,12,Active
5147,1130,70,2,19980521,22260,12.0,60,Active
5501,3163,1,2,19980521,136344,12.0,24,Active
6436,8506,69,2,19980522,495180,12.0,60,Active
5699,4299,50,2,19980524,174960,12.0,24,Active
5313,2153,36,2,19980527,43200,12.0,24,Active
6234,7324,1,2,19980528,5148,12.0,12,Active
6569,9555,13,2,19980528,45456,12.0,12,Active
7202,13290,16,2,19980529,140688,12.0,48,Active
5683,4182,16,2,19980529,140688,12.0,48,Active
5034,370,71,2,19980530,112752,12.0,36,Active
5435,2759,2,2,19980601,314688,12.0,48,Active
5815,4956,6,2,19980603,151200,12.0,36,Active
5589,3629,42,2,19980605,390000,12.0,48,Active
6746,10654,46,2,19980606,185640,12.0,60,Active
6790,10987,62,2,19980608,76104,12.0,24,Active
6857,11274,64,2,19980608,69600,12.0,48,Active
6450,8568,1,2,19980610,234336,12.0,48,Active
7221,13417,25,2,19980611,152460,12.0,60,Active
5527,3294,52,2,19980615,156420,12.0,60,Active
5620,3822,48,2,19980616,30012,12.0,12,Active
6215,7186,27,2,19980618,78720,12.0,48,Active
7167,13089,16,2,19980618,269964,12.0,36,Active
5823,4993,1,2,19980621,212976,12.0,36,Active
6207,7150,45,2,19980623,184620,12.0,60,Active
6932,11683,7,2,19980625,225504,12.0,48,Active
5669,4114,63,2,19980627,71820,12.0,36,Active
5154,1197,6,2,19980701,108720,12.0,60,Active
7168,13090,2,2,19980705,208332,12.0,36,Active
5585,3608,66,2,19980708,88608,12.0,12,Active
7200,13276,76,2,19980711,31140,12.0,60,Active
6539,9362,56,2,19980711,12792,12.0,12,Active
5774,4722,8,2,19980712,96984,12.0,36,Active
6357,8096,38,2,19980712,64860,12.0,60,Active
5042,403,42,2,19980712,331584,12.0,48,Active
5015,272,70,2,19980712,109344,12.0,12,Active
5354,2430,5,2,19980714,290820,12.0,60,Active
6054,6255,54,2,19980716,58764,12.0,12,Active
7295,13924,54,2,19980718,280440,12.0,60,Active
5365,2494,37,2,19980719,271260,12.0,60,Active
6755,10746,53,2,19980724,170700,12.0,60,Active
5991,5866,67,2,19980727,335184,12.0,48,Defaulted
7035,12308,64,2,19980729,210744,12.0,36,Active
5893,5389,17,2,19980803,86184,12.0,36,Active
7164,13051,55,2,19980815,249792,12.0,48,Active
5304,2083,71,2,19980820,172272,12.0,24,Active
5561,3517,68,2,19980829,437460,12.0,60,Active
5520,3257,73,2,19980830,231168,12.0,48,Active
5241,1681,34,2,19980902,125472,12.0,24,Active
7096,12616,27,2,19980902,37812,12.0,12,Active
6078,6383,15,2,19980909,170832,12.0,48,Active
5046,426,72,2,19980909,42816,12.0,12,Active
5334,2277,1,2,19980910,209040,12.0,24,Active
6969,11906,76,2,19980912,88200,12.0,36,Active
6821,11130,1,2,19980915,321936,12.0,48,Active
5760,4656,1,2,19980918,74916,12.0,36,Active
5614,3793,39,2,19980921,253560,12.0,60,Active
7091,12599,44,2,19980922,113436,12.0,36,Active
5698,4291,58,2,19980922,174840,12.0,60,Active
5169,1282,52,2,19980924,253200,12.0,60,Active
7294,13923,7,2,19980927,39168,12.0,24,Active
5318,2190,28,2,19980930,385584,12.0,48,Active
5368,2514,59,2,19981005,44640,12.0,24,Active
6923,11609,59,2,19981005,44640,12.0,24,Active
5463,2915,33,2,19981006,17952,12.0,12,Active
5265,1816,62,2,19981007,165780,12.0,60,Active
6321,7855,7,2,19981008,38496,12.0,12,Active
5226,1594,56,2,19981011,185544,12.0,36,Active
6868,11337,29,2,19981012,82128,12.0,24,Active
4967,45,20,2,19981014,318480,12.0,60,Defaulted
5293,2008,47,2,19981029,189792,12.0,48,Active
5865,5245,38,2,19981030,327660,12.0,60,Active
5841,5143,77,2,19981104,41988,12.0,12,Active
5526,3291,52,2,19981108,69624,12.0,36,Active
6852,11252,32,2,19981110,16032,12.0,48,Active
6469,8666,7,2,19981117,99744,12.0,24,Active
6168,6892,1,2,19981121,99216,12.0,36,Active
7292,13912,50,2,19981122,317460,12.0,60,Active
5036,376,14,2,19981125,91248,12.0,48,Active
5644,3984,1,2,19981127,276084,12.0,36,Active
6856,11271,18,2,19981201,163332,12.0,36,Active
5428,2739,13,2,19981202,230220,12.0,36,Active
5027,333,38,2,19981202,160920,12.0,36,Active
4989,127,21,2,19981205,352704,12.0,48,Active
5221,1554,55,2,19981205,52512,12.0,12,Active
6402,8356,3,2,19981206,139488,12.0,24,Active
5346,2342,70,2,19981206,55632,12.0,24,Active
6748,10662,60,2,19981208,240900,12.0,60,Active
